tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2026-336,Hong Kong,Hard,28,250,O,20260109,24,BK92,2.0,,Alexander Bublik,R,196.0,KAZ,28.564,11.0,2845.0,S0RE,,,Juncheng Shang,L,180.0,CHN,20.934,406.0,115.0,6-1 7-6(2),3,QF,85.0,15.0,2.0,58.0,39.0,34.0,13.0,10.0,1.0,1.0,3.0,3.0,68.0,39.0,24.0,17.0,9.0,2.0,4.0
2026-339,Brisbane,Hard,32,250,O,20260109,25,K0AZ,,,Aleksandar Kovacevic,R,183.0,USA,27.365,58.0,877.0,M0GZ,,,Giovanni Mpetshi Perricard,R,203.0,FRA,22.508,67.0,825.0,7-6(3) 4-6 6-3,3,QF,107.0,13.0,3.0,81.0,52.0,45.0,21.0,16.0,0.0,1.0,24.0,1.0,87.0,61.0,50.0,15.0,15.0,4.0,5.0
2026-339,Brisbane,Hard,32,250,O,20260109,26,N0AE,,,Brandon Nakashima,R,188.0,USA,24.435,33.0,1380.0,C0JP,,,Raphael Collignon,R,191.0,BEL,23.989,84.0,704.0,6-3 6-3,3,QF,82.0,7.0,0.0,63.0,49.0,39.0,6.0,9.0,6.0,6.0,3.0,1.0,50.0,29.0,21.0,10.0,9.0,2.0,5.0
2026-339,Brisbane,Hard,32,250,O,20260109,27,M0QI,,,Alex Michelsen,R,193.0,USA,21.374,37.0,1300.0,K0AH,,,Sebastian Korda,R,196.0,USA,25.514,46.0,1090.0,6-3 7-6(7),3,QF,99.0,3.0,3.0,76.0,49.0,34.0,19.0,11.0,1.0,1.0,8.0,1.0,67.0,38.0,31.0,13.0,10.0,1.0,2.0
2026-339,Brisbane,Hard,32,250,O,20260109,28,MM58,1.0,,Daniil Medvedev,R,198.0,RUS,29.911,13.0,2710.0,MQ75,,,Kamil Majchrzak,R,183.0,POL,29.99,59.0,861.0,6-7(4) 6-3 6-2,3,QF,132.0,16.0,4.0,93.0,61.0,48.0,14.0,15.0,5.0,6.0,4.0,0.0,90.0,54.0,34.0,18.0,14.0,5.0,9.0
2026-9900,United Cup,Hard,18,A,O,20260109,22,DH58,4.0,,Alex de Minaur,R,183.0,AUS,26.894,7.0,4080.0,HB71,9,,Hubert Hurkacz,R,196.0,POL,28.909,83.0,710.0,6-4 4-6 6-4,3,QF,138.0,6.0,1.0,104.0,57.0,47.0,25.0,15.0,10.0,11.0,19.0,0.0,85.0,63.0,47.0,12.0,15.0,2.0,4.0
2026-336,Hong Kong,Hard,28,250,O,20260110,25,M0EJ,1.0,,Lorenzo Musetti,R,185.0,ITA,23.858,7.0,3990.0,RE44,3,,Andrey Rublev,R,188.0,RUS,28.225,16.0,2510.0,6-7(3) 7-5 6-4,3,SF,163.0,5.0,2.0,117.0,86.0,65.0,14.0,17.0,7.0,8.0,7.0,0.0,105.0,68.0,50.0,19.0,17.0,7.0,10.0
2026-336,Hong Kong,Hard,28,250,O,20260110,26,BK92,2.0,,Alexander Bublik,R,196.0,KAZ,28.567,11.0,2845.0,GC88,,,Marcos Giron,R,180.0,USA,32.465,64.0,845.0,3-6 6-4 6-2,3,SF,101.0,9.0,4.0,82.0,54.0,42.0,14.0,14.0,6.0,8.0,5.0,1.0,82.0,55.0,36.0,14.0,13.0,0.0,3.0
2026-339,Brisbane,Hard,32,250,O,20260110,29,N0AE,,,Brandon Nakashima,R,188.0,USA,24.438,33.0,1380.0,K0AZ,,,Aleksandar Kovacevic,R,183.0,USA,27.368,58.0,877.0,7-6(4) 6-4,3,SF,104.0,15.0,1.0,73.0,51.0,38.0,12.0,11.0,2.0,2.0,14.0,4.0,77.0,49.0,38.0,12.0,11.0,2.0,3.0
2026-339,Brisbane,Hard,32,250,O,20260110,30,MM58,1.0,,Daniil Medvedev,R,198.0,RUS,29.914,13.0,2710.0,M0QI,,,Alex Michelsen,R,193.0,USA,21.377,37.0,1300.0,6-4 6-2,3,SF,102.0,9.0,7.0,75.0,46.0,32.0,14.0,9.0,7.0,8.0,4.0,1.0,65.0,42.0,22.0,12.0,9.0,4.0,8.0
2026-9900,United Cup,Hard,18,A,O,20260110,23,BU13,,,Zizou Bergs,R,185.0,BEL,26.606,42.0,1208.0,W367,,,Stan Wawrinka,R,183.0,SUI,40.789,157.0,397.0,6-3 6-7(4) 6-3,3,SF,150.0,7.0,4.0,100.0,59.0,42.0,29.0,16.0,2.0,2.0,8.0,1.0,104.0,59.0,40.0,26.0,14.0,4.0,6.0
2026-9900,United Cup,Hard,18,A,O,20260110,24,HB71,,,Hubert Hurkacz,R,196.0,POL,28.912,83.0,710.0,FB98,,,Taylor Fritz,R,196.0,USA,28.203,6.0,4085.0,7-6(1) 7-6(2),3,SF,94.0,16.0,3.0,76.0,59.0,50.0,7.0,12.0,2.0,2.0,12.0,0.0,73.0,47.0,37.0,13.0,12.0,1.0,1.0
2026-336,Hong Kong,Hard,28,250,O,20260111,27,BK92,2.0,,Alexander Bublik,R,196.0,KAZ,28.569,11.0,2845.0,M0EJ,1,,Lorenzo Musetti,R,185.0,ITA,23.86,7.0,3990.0,7-6(2) 6-3,3,F,98.0,10.0,4.0,67.0,51.0,40.0,7.0,10.0,2.0,3.0,5.0,1.0,73.0,46.0,29.0,15.0,11.0,4.0,7.0
2026-339,Brisbane,Hard,32,250,O,20260111,31,MM58,1.0,,Daniil Medvedev,R,198.0,RUS,29.916,13.0,2710.0,N0AE,,,Brandon Nakashima,R,188.0,USA,24.441,33.0,1380.0,6-2 7-6(1),3,F,95.0,10.0,4.0,73.0,51.0,36.0,13.0,10.0,3.0,4.0,3.0,0.0,53.0,33.0,26.0,8.0,10.0,2.0,5.0
2026-9900,United Cup,Hard,18,A,O,20260111,25,HB71,,,Hubert Hurkacz,R,196.0,POL,28.914,83.0,710.0,W367,,,Stan Wawrinka,R,183.0,SUI,40.791,157.0,397.0,6-3 3-6 6-3,3,F,114.0,18.0,0.0,90.0,63.0,52.0,9.0,14.0,8.0,9.0,10.0,1.0,78.0,49.0,38.0,15.0,13.0,5.0,7.0
2026-301,Auckland,Hard,32,250,O,20260112,1,N771,5.0,,Cameron Norrie,L,188.0,GBR,30.39,28.0,1523.0,G09O,,,Hugo Gaston,L,173.0,FRA,25.295,94.0,653.0,6-3 6-4,3,R32,80.0,3.0,2.0,48.0,33.0,29.0,8.0,9.0,0.0,0.0,4.0,6.0,75.0,44.0,29.0,15.0,10.0,5.0,8.0
2026-301,Auckland,Hard,32,250,O,20260112,2,B0CD,,,Jenson Brooksby,R,193.0,USA,25.213,48.0,1017.0,W0ED,,,James Watt,R,206.0,NZL,25.593,,,6-4 6-3,3,R32,86.0,2.0,3.0,66.0,48.0,34.0,10.0,9.0,3.0,3.0,4.0,3.0,68.0,51.0,33.0,7.0,10.0,10.0,13.0
2026-301,Auckland,Hard,32,250,O,20260112,3,C0DF,,,Francisco Comesana,R,178.0,ARG,25.268,66.0,829.0,R0EB,,,Valentin Royer,R,188.0,FRA,24.624,56.0,924.0,6-4 6-4,3,R32,80.0,10.0,1.0,51.0,37.0,32.0,8.0,10.0,0.0,0.0,4.0,4.0,63.0,44.0,35.0,5.0,10.0,1.0,3.0
2026-301,Auckland,Hard,32,250,O,20260112,4,S0JA,,,Eliot Spizzirri,R,185.0,USA,24.055,89.0,672.0,ME82,,,Adrian Mannarino,L,180.0,FRA,37.539,68.0,817.0,6-4 6-3,3,R32,80.0,5.0,0.0,44.0,28.0,25.0,12.0,9.0,0.0,0.0,4.0,3.0,63.0,27.0,19.0,16.0,10.0,2.0,5.0
2026-301,Auckland,Hard,32,250,O,20260112,5,B0BI,7.0,,Sebastian Baez,R,170.0,ARG,25.04,39.0,1250.0,N0AM,,,Emilio Nava,R,185.0,USA,24.112,88.0,677.0,4-6 7-5 6-3,3,R32,143.0,3.0,1.0,111.0,91.0,57.0,15.0,15.0,5.0,6.0,10.0,1.0,96.0,60.0,43.0,20.0,16.0,6.0,9.0
2026-8998,Adelaide,Hard,28,250,O,20260112,1,O522,,,Reilly Opelka,R,211.0,USA,28.375,60.0,861.0,P09Z,,,Alexei Popyrin,R,196.0,AUS,26.439,50.0,1000.0,6-3 7-6(6),3,R32,83.0,22.0,4.0,64.0,50.0,44.0,8.0,11.0,1.0,1.0,10.0,0.0,57.0,39.0,35.0,9.0,10.0,1.0,2.0
2026-8998,Adelaide,Hard,28,250,O,20260112,2,VA25,5.0,,Valentin Vacherot,R,193.0,MON,27.157,32.0,1469.0,KI95,,,Miomir Kecmanovic,R,183.0,SRB,26.368,59.0,910.0,7-6(5) 6-4,3,R32,96.0,12.0,3.0,85.0,64.0,44.0,9.0,11.0,6.0,8.0,4.0,3.0,67.0,46.0,32.0,11.0,11.0,1.0,4.0
2026-8998,Adelaide,Hard,28,250,O,20260112,3,MU94,,,Jaume Munar,R,183.0,ESP,28.69,38.0,1295.0,AE14,,,Daniel Altmaier,R,188.0,GER,27.335,44.0,1123.0,6-3 6-0,3,R32,64.0,3.0,2.0,32.0,20.0,17.0,8.0,7.0,0.0,1.0,3.0,2.0,52.0,29.0,13.0,9.0,8.0,2.0,8.0
2026-8998,Adelaide,Hard,28,250,O,20260112,4,KD46,,,Thanasi Kokkinakis,R,193.0,AUS,29.758,,,K0AH,,,Sebastian Korda,R,196.0,USA,25.522,51.0,975.0,3-6 6-3 7-6(3),3,R32,146.0,15.0,1.0,100.0,61.0,43.0,24.0,15.0,6.0,9.0,8.0,3.0,90.0,45.0,33.0,27.0,15.0,2.0,5.0
2026-8998,Adelaide,Hard,28,250,O,20260112,5,HH26,,,Ugo Humbert,L,188.0,FRA,27.548,36.0,1355.0,A0GC,,,Terence Atmane,L,193.0,FRA,24.008,64.0,862.0,6-3 7-6(3),3,R32,92.0,5.0,2.0,67.0,40.0,34.0,18.0,11.0,3.0,3.0,7.0,3.0,67.0,36.0,26.0,19.0,10.0,5.0,6.0
2026-301,Auckland,Hard,32,250,O,20260113,6,M0CI,,,Fabian Marozsan,R,193.0,HUN,26.267,52.0,975.0,MC65,,,Gael Monfils,R,193.0,FRA,39.368,110.0,550.0,5-7 6-3 6-4,3,R32,120.0,6.0,2.0,96.0,57.0,41.0,25.0,16.0,2.0,4.0,10.0,6.0,93.0,56.0,40.0,18.0,15.0,5.0,8.0
2026-301,Auckland,Hard,32,250,O,20260113,7,M0QI,6.0,,Alex Michelsen,R,193.0,USA,21.385,37.0,1350.0,N0BS,,,Mariano Navone,R,178.0,ARG,24.876,74.0,760.0,2-6 6-2 7-5,3,R32,145.0,2.0,0.0,85.0,54.0,37.0,14.0,14.0,2.0,6.0,4.0,3.0,108.0,65.0,39.0,22.0,14.0,10.0,15.0
2026-301,Auckland,Hard,32,250,O,20260113,8,GC88,,,Marcos Giron,R,180.0,USA,32.474,60.0,895.0,MP20,,,Alexandre Muller,R,183.0,FRA,28.947,50.0,980.0,6-2 6-2,3,R32,73.0,1.0,0.0,59.0,38.0,30.0,12.0,8.0,6.0,6.0,3.0,3.0,45.0,28.0,18.0,6.0,8.0,1.0,5.0
2026-301,Auckland,Hard,32,250,O,20260113,9,M0JF,,,Hamad Medjedovic,R,188.0,SRB,22.491,96.0,643.0,K0AZ,,,Aleksandar Kovacevic,R,183.0,USA,27.376,54.0,964.0,6-4 3-6 7-6(2),3,R32,117.0,12.0,3.0,85.0,60.0,50.0,14.0,15.0,2.0,3.0,15.0,1.0,89.0,60.0,52.0,13.0,16.0,1.0,2.0
2026-301,Auckland,Hard,32,250,O,20260113,10,M0GZ,,,Giovanni Mpetshi Perricard,R,203.0,FRA,22.519,63.0,865.0,BD06,,,Roberto Bautista Agut,R,183.0,ESP,37.749,90.0,670.0,6-3 7-6(2),3,R32,96.0,22.0,4.0,75.0,54.0,41.0,9.0,11.0,6.0,7.0,2.0,2.0,71.0,54.0,35.0,10.0,10.0,6.0,8.0
2026-301,Auckland,Hard,32,250,O,20260113,11,TE30,,,Alejandro Tabilo,L,188.0,CHI,28.616,81.0,722.0,U182,,,Camilo Ugo Carabelli,R,185.0,ARG,26.576,47.0,1028.0,6-4 6-2,3,R32,62.0,9.0,0.0,41.0,31.0,29.0,7.0,9.0,0.0,0.0,4.0,3.0,48.0,29.0,21.0,6.0,9.0,0.0,3.0
2026-301,Auckland,Hard,32,250,O,20260113,12,BT72,8.0,,Nuno Borges,R,185.0,POR,28.898,46.0,1070.0,EA24,,,Tomas Martin Etcheverry,R,196.0,ARG,26.491,61.0,895.0,7-5 3-6 7-6(2),3,R32,149.0,8.0,2.0,108.0,80.0,63.0,13.0,16.0,2.0,3.0,6.0,2.0,91.0,51.0,42.0,28.0,17.0,0.0,1.0
2026-8998,Adelaide,Hard,28,250,O,20260113,6,M0FH,8.0,,Tomas Machac,R,183.0,CZE,25.251,35.0,1360.0,D994,,,James Duckworth,R,183.0,AUS,33.979,86.0,694.0,6-3 6-3,3,R32,71.0,11.0,0.0,50.0,33.0,29.0,10.0,9.0,2.0,2.0,7.0,0.0,54.0,30.0,20.0,14.0,9.0,2.0,5.0
2026-8998,Adelaide,Hard,28,250,O,20260113,7,HB64,,,Quentin Halys,R,191.0,FRA,29.216,85.0,697.0,F0BY,,,Jacob Fearnley,R,183.0,GBR,24.498,77.0,752.0,6-3 6-4,3,R32,78.0,11.0,1.0,57.0,34.0,25.0,13.0,10.0,3.0,5.0,2.0,7.0,59.0,38.0,27.0,6.0,9.0,5.0,9.0
2026-8998,Adelaide,Hard,28,250,O,20260113,8,H0BH,,,Rinky Hijikata,R,178.0,AUS,24.887,115.0,527.0,S0N0,,,Tristan Schoolkate,R,183.0,AUS,24.879,97.0,641.0,6-4 6-4,3,R32,79.0,4.0,1.0,52.0,33.0,26.0,13.0,10.0,3.0,4.0,8.0,5.0,59.0,30.0,22.0,14.0,10.0,3.0,6.0
2026-8998,Adelaide,Hard,28,250,O,20260113,9,S0H2,,,Alexander Shevchenko,R,188.0,KAZ,25.123,104.0,597.0,D923,,,Damir Dzumhur,R,175.0,BIH,33.651,66.0,837.0,4-6 6-4 7-5,3,R32,147.0,7.0,5.0,102.0,61.0,41.0,20.0,16.0,4.0,9.0,1.0,1.0,100.0,61.0,40.0,15.0,16.0,4.0,10.0
2026-8998,Adelaide,Hard,28,250,O,20260113,10,V832,,,Aleksandar Vukic,R,188.0,AUS,29.771,87.0,693.0,TE51,7,,Stefanos Tsitsipas,R,193.0,GRE,27.422,33.0,1455.0,7-6(3) 7-6(5),3,R32,113.0,6.0,0.0,94.0,57.0,38.0,26.0,12.0,4.0,4.0,13.0,0.0,77.0,50.0,44.0,13.0,12.0,4.0,4.0
2026-8998,Adelaide,Hard,28,250,O,20260113,11,F724,,,Marton Fucsovics,R,188.0,HUN,33.93,55.0,949.0,Q02L,,,Ethan Quinn,R,191.0,USA,21.84,78.0,733.0,6-4 6-4,3,R32,95.0,5.0,2.0,73.0,45.0,32.0,15.0,10.0,6.0,7.0,5.0,3.0,60.0,32.0,23.0,12.0,10.0,1.0,4.0
2026-8998,Adelaide,Hard,28,250,O,20260113,12,VA08,,,Andrea Vavassori,R,193.0,ITA,30.694,336.0,147.0,D0F6,,,Gabriel Diallo,R,203.0,CAN,24.304,41.0,1215.0,6-3 7-6(4),3,R32,109.0,5.0,3.0,70.0,42.0,36.0,13.0,11.0,0.0,1.0,5.0,3.0,66.0,42.0,32.0,11.0,10.0,1.0,3.0
2026-301,Auckland,Hard,32,250,O,20260114,13,M0NI,3.0,,Jakub Mensik,R,196.0,CZE,20.37,18.0,2125.0,M0JF,,,Hamad Medjedovic,R,188.0,SRB,22.494,96.0,643.0,6-1 3-6 6-3,3,R16,134.0,22.0,4.0,97.0,55.0,45.0,17.0,13.0,11.0,13.0,9.0,7.0,91.0,55.0,34.0,15.0,12.0,6.0,10.0
2026-301,Auckland,Hard,32,250,O,20260114,14,S0S1,1.0,,Ben Shelton,L,193.0,USA,23.266,8.0,3960.0,C0DF,,,Francisco Comesana,R,178.0,ARG,25.273,66.0,829.0,7-5 6-4,3,R16,102.0,12.0,3.0,73.0,55.0,43.0,10.0,11.0,6.0,6.0,1.0,1.0,66.0,48.0,33.0,10.0,11.0,2.0,4.0
2026-301,Auckland,Hard,32,250,O,20260114,15,M0CI,,,Fabian Marozsan,R,193.0,HUN,26.27,52.0,975.0,RH16,2,,Casper Ruud,R,183.0,NOR,27.064,13.0,2795.0,6-4 6-4,3,R16,81.0,4.0,0.0,58.0,41.0,34.0,9.0,10.0,1.0,1.0,6.0,0.0,63.0,43.0,33.0,8.0,10.0,7.0,9.0
2026-301,Auckland,Hard,32,250,O,20260114,16,D0FJ,4.0,,Luciano Darderi,R,183.0,ITA,23.915,24.0,1579.0,TE30,,,Alejandro Tabilo,L,188.0,CHI,28.619,81.0,722.0,1-6 7-5 6-3,3,R16,108.0,9.0,3.0,77.0,46.0,34.0,16.0,14.0,5.0,8.0,11.0,3.0,76.0,48.0,38.0,12.0,14.0,2.0,5.0
2026-301,Auckland,Hard,32,250,O,20260114,17,M0GZ,,,Giovanni Mpetshi Perricard,R,203.0,FRA,22.522,63.0,865.0,N771,5,,Cameron Norrie,L,188.0,GBR,30.396,28.0,1523.0,4-6 6-3 7-6(4),3,R16,122.0,25.0,3.0,102.0,73.0,57.0,15.0,16.0,3.0,4.0,3.0,2.0,81.0,55.0,43.0,19.0,15.0,3.0,4.0
2026-301,Auckland,Hard,32,250,O,20260114,18,GC88,,,Marcos Giron,R,180.0,USA,32.476,60.0,895.0,M0QI,6,,Alex Michelsen,R,193.0,USA,21.388,37.0,1350.0,6-4 6-4,3,R16,87.0,4.0,0.0,51.0,39.0,30.0,7.0,10.0,0.0,1.0,4.0,3.0,74.0,49.0,33.0,10.0,10.0,5.0,8.0
2026-301,Auckland,Hard,32,250,O,20260114,19,B0BI,7.0,,Sebastian Baez,R,170.0,ARG,25.046,39.0,1250.0,B0CD,,,Jenson Brooksby,R,193.0,USA,25.218,48.0,1017.0,7-5 6-0,3,R16,87.0,1.0,3.0,68.0,55.0,33.0,7.0,9.0,7.0,9.0,0.0,5.0,53.0,35.0,16.0,6.0,9.0,0.0,6.0
2026-301,Auckland,Hard,32,250,O,20260114,20,S0JA,,,Eliot Spizzirri,R,185.0,USA,24.06,89.0,672.0,BT72,8,,Nuno Borges,R,185.0,POR,28.901,46.0,1070.0,7-6(6) 6-4,3,R16,98.0,7.0,0.0,66.0,49.0,40.0,9.0,11.0,1.0,2.0,4.0,0.0,76.0,55.0,40.0,11.0,11.0,4.0,6.0
2026-8998,Adelaide,Hard,28,250,O,20260114,13,DH50,1.0,,Alejandro Davidovich Fokina,R,180.0,ESP,26.612,15.0,2585.0,H0BH,,,Rinky Hijikata,R,178.0,AUS,24.89,115.0,527.0,6-3 6-2,3,R16,83.0,0.0,2.0,43.0,25.0,19.0,8.0,8.0,3.0,5.0,1.0,3.0,62.0,34.0,19.0,9.0,9.0,5.0,11.0
2026-8998,Adelaide,Hard,28,250,O,20260114,14,PL56,2.0,,Tommy Paul,R,185.0,USA,28.663,21.0,2000.0,O522,,,Reilly Opelka,R,211.0,USA,28.381,60.0,861.0,6-4 6-4,3,R16,71.0,6.0,2.0,54.0,31.0,26.0,16.0,10.0,0.0,0.0,15.0,1.0,55.0,36.0,28.0,9.0,10.0,3.0,5.0
2026-8998,Adelaide,Hard,28,250,O,20260114,15,MU94,,,Jaume Munar,R,183.0,ESP,28.695,38.0,1295.0,C0AU,3,,Francisco Cerundolo,R,185.0,ARG,27.422,20.0,2035.0,3-6 7-5 6-4,3,R16,148.0,14.0,3.0,89.0,61.0,45.0,15.0,16.0,4.0,7.0,2.0,3.0,99.0,59.0,41.0,23.0,15.0,9.0,12.0
2026-8998,Adelaide,Hard,28,250,O,20260114,16,HH26,,,Ugo Humbert,L,188.0,FRA,27.554,36.0,1355.0,GJ37,4,,Tallon Griekspoor,R,188.0,NED,29.536,25.0,1565.0,6-4 6-1,3,R16,78.0,3.0,2.0,52.0,30.0,24.0,13.0,9.0,4.0,5.0,2.0,4.0,56.0,42.0,22.0,6.0,8.0,4.0,8.0
2026-8998,Adelaide,Hard,28,250,O,20260114,17,VA25,5.0,,Valentin Vacherot,R,193.0,MON,27.162,32.0,1469.0,KD46,,,Thanasi Kokkinakis,R,193.0,AUS,29.763,,,W/O,3,R16,133.0,7.0,1.0,91.0,54.0,39.0,25.0,16.0,1.0,3.0,14.0,10.0,101.0,60.0,44.0,19.0,15.0,2.0,6.0
2026-8998,Adelaide,Hard,28,250,O,20260114,18,M0FH,8.0,,Tomas Machac,R,183.0,CZE,25.254,35.0,1360.0,HB64,,,Quentin Halys,R,191.0,FRA,29.218,85.0,697.0,6-4 6-2,3,R16,74.0,6.0,2.0,59.0,40.0,29.0,9.0,9.0,1.0,2.0,4.0,1.0,56.0,33.0,22.0,9.0,9.0,2.0,6.0
2026-8998,Adelaide,Hard,28,250,O,20260114,19,S0H2,,,Alexander Shevchenko,R,188.0,KAZ,25.125,104.0,597.0,F724,,,Marton Fucsovics,R,188.0,HUN,33.933,55.0,949.0,6-3 7-6(6),3,R16,100.0,9.0,0.0,63.0,45.0,39.0,11.0,11.0,3.0,3.0,7.0,0.0,74.0,46.0,34.0,15.0,10.0,9.0,10.0
2026-8998,Adelaide,Hard,28,250,O,20260114,20,V832,,,Aleksandar Vukic,R,188.0,AUS,29.774,87.0,693.0,VA08,,,Andrea Vavassori,R,193.0,ITA,30.697,336.0,147.0,6-2 7-6(5),3,R16,105.0,7.0,0.0,63.0,36.0,30.0,15.0,10.0,1.0,2.0,8.0,6.0,78.0,51.0,37.0,8.0,10.0,8.0,11.0
2026-301,Auckland,Hard,32,250,O,20260115,21,GC88,,,Marcos Giron,R,180.0,USA,32.479,60.0,895.0,D0FJ,4,,Luciano Darderi,R,183.0,ITA,23.918,24.0,1579.0,1-6 7-5 6-4,3,QF,155.0,8.0,4.0,88.0,56.0,37.0,13.0,14.0,6.0,11.0,12.0,1.0,93.0,47.0,36.0,20.0,15.0,5.0,10.0
2026-8998,Adelaide,Hard,28,250,O,20260115,21,M0FH,8.0,,Tomas Machac,R,183.0,CZE,25.257,35.0,1360.0,MU94,,,Jaume Munar,R,183.0,ESP,28.698,38.0,1295.0,6-4 6-4,3,QF,90.0,2.0,0.0,61.0,37.0,28.0,16.0,10.0,4.0,4.0,4.0,0.0,59.0,41.0,28.0,10.0,10.0,4.0,6.0
2026-8998,Adelaide,Hard,28,250,O,20260115,22,PL56,2.0,,Tommy Paul,R,185.0,USA,28.665,21.0,2000.0,V832,,,Aleksandar Vukic,R,188.0,AUS,29.777,87.0,693.0,6-3 6-2,3,QF,62.0,9.0,0.0,48.0,26.0,20.0,15.0,9.0,0.0,1.0,1.0,2.0,51.0,28.0,17.0,7.0,8.0,3.0,7.0
2026-8998,Adelaide,Hard,28,250,O,20260115,23,HH26,,,Ugo Humbert,L,188.0,FRA,27.556,36.0,1355.0,S0H2,,,Alexander Shevchenko,R,188.0,KAZ,25.128,104.0,597.0,6-0 6-3,3,QF,57.0,7.0,1.0,44.0,33.0,28.0,7.0,8.0,3.0,3.0,1.0,4.0,41.0,28.0,15.0,3.0,7.0,3.0,7.0
2026-8998,Adelaide,Hard,28,250,O,20260115,24,DH50,1.0,,Alejandro Davidovich Fokina,R,180.0,ESP,26.615,15.0,2585.0,VA25,5,,Valentin Vacherot,R,193.0,MON,27.165,32.0,1469.0,7-6(4) 6-2,3,QF,92.0,3.0,1.0,62.0,46.0,35.0,11.0,10.0,0.0,1.0,15.0,4.0,65.0,49.0,32.0,8.0,10.0,2.0,5.0
2026-301,Auckland,Hard,32,250,O,20260116,22,M0NI,3.0,,Jakub Mensik,R,196.0,CZE,20.375,18.0,2125.0,M0CI,,,Fabian Marozsan,R,193.0,HUN,26.275,52.0,975.0,7-6(9) 4-6 6-1,3,SF,127.0,16.0,5.0,98.0,58.0,43.0,21.0,15.0,5.0,8.0,3.0,2.0,96.0,64.0,45.0,15.0,14.0,3.0,7.0
2026-301,Auckland,Hard,32,250,O,20260116,23,B0BI,7.0,,Sebastian Baez,R,170.0,ARG,25.051,39.0,1250.0,GC88,,,Marcos Giron,R,180.0,USA,32.482,60.0,895.0,6-1 6-4,3,SF,87.0,5.0,1.0,52.0,43.0,30.0,7.0,9.0,1.0,2.0,3.0,4.0,80.0,47.0,29.0,11.0,8.0,11.0,15.0
2026-301,Auckland,Hard,32,250,O,20260116,24,B0BI,7.0,,Sebastian Baez,R,170.0,ARG,25.051,39.0,1250.0,S0S1,1,,Ben Shelton,L,193.0,USA,23.272,8.0,3960.0,7-5 6-3,3,QF,98.0,0.0,1.0,61.0,49.0,33.0,6.0,10.0,3.0,5.0,6.0,1.0,73.0,53.0,29.0,8.0,11.0,6.0,11.0
2026-301,Auckland,Hard,32,250,O,20260116,25,M0NI,3.0,,Jakub Mensik,R,196.0,CZE,20.375,18.0,2125.0,M0GZ,,,Giovanni Mpetshi Perricard,R,203.0,FRA,22.527,63.0,865.0,6-4 6-2,3,QF,65.0,8.0,3.0,43.0,27.0,23.0,9.0,9.0,0.0,1.0,5.0,2.0,51.0,33.0,19.0,7.0,9.0,5.0,9.0
2026-301,Auckland,Hard,32,250,O,20260116,26,M0CI,,,Fabian Marozsan,R,193.0,HUN,26.275,52.0,975.0,S0JA,,,Eliot Spizzirri,R,185.0,USA,24.066,89.0,672.0,6-4 2-6 6-2,3,QF,104.0,9.0,2.0,73.0,52.0,35.0,8.0,13.0,2.0,6.0,5.0,1.0,66.0,34.0,26.0,15.0,13.0,2.0,7.0
2026-8998,Adelaide,Hard,28,250,O,20260116,25,M0FH,8.0,,Tomas Machac,R,183.0,CZE,25.259,35.0,1360.0,PL56,2,,Tommy Paul,R,185.0,USA,28.668,21.0,2000.0,2-6 6-3 6-3,3,SF,111.0,8.0,2.0,84.0,51.0,40.0,14.0,13.0,2.0,4.0,3.0,0.0,82.0,49.0,31.0,18.0,13.0,5.0,8.0
2026-8998,Adelaide,Hard,28,250,O,20260116,26,HH26,,,Ugo Humbert,L,188.0,FRA,27.559,36.0,1355.0,DH50,1,,Alejandro Davidovich Fokina,R,180.0,ESP,26.617,15.0,2585.0,6-3 5-7 7-6(4),3,SF,152.0,10.0,2.0,101.0,68.0,53.0,18.0,17.0,0.0,1.0,5.0,2.0,103.0,73.0,51.0,18.0,16.0,2.0,3.0
2026-301,Auckland,Hard,32,250,O,20260117,27,M0NI,3.0,,Jakub Mensik,R,196.0,CZE,20.378,18.0,2125.0,B0BI,7,,Sebastian Baez,R,170.0,ARG,25.054,39.0,1250.0,6-3 7-6(7),3,F,82.0,18.0,3.0,67.0,41.0,39.0,9.0,11.0,1.0,2.0,2.0,3.0,65.0,52.0,35.0,6.0,10.0,3.0,5.0
2026-8998,Adelaide,Hard,28,250,O,20260117,27,M0FH,8.0,,Tomas Machac,R,183.0,CZE,25.262,35.0,1360.0,HH26,,,Ugo Humbert,L,188.0,FRA,27.562,36.0,1355.0,6-4 6-7(2) 6-2,3,F,143.0,5.0,1.0,98.0,67.0,49.0,18.0,15.0,3.0,4.0,8.0,3.0,97.0,60.0,45.0,15.0,15.0,8.0,12.0
